member,organization,program,ein,amount,agency,purpose
Gennaro,"Korean American Family Service Center, The",,133609811,5000,MOCJ,"Funding to provide culturally and linguistically appropriate domestic violence prevention and intervention services, individual and family counseling for all ages, referrals, support groups and affordable after-school."
Grodenchik,"Korean American Family Service Center, The",Domestic Violence Prevention & Intervention Program,133609811,5000,MOCJ,To help fund Domestic Violence Prevention and Intervention program.
Powers,"Korean American Family Service Center, The",Manhattan Satellite Office,133609811,5000,MOCJ,Funding will be used towards culturally specific counseling and case management services provided at the Manhattan Satellite Office. Page 95 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Koo,"Korean American Family Service Center, The",Rainbow House Emergency Shelter,133609811,10000,MOCJ,"To support the Rainbow House’s shelter operation to provide critically needed emergency services for victims of domestic violence including shelter, cultural food and safety, and culturally accessible services."
Grodenchik,"Korean American Immigrant Heritage Foundation, Inc.",,810698055,1000,DYCD,To support programming at the Museum of Korean American Heritage.
Vallone,"Korean American Immigrant Heritage Foundation, Inc.",,810698055,5000,DYCD,To support programming at the Museum of Korean American Heritage.
Koo,"Korean American Immigrant Heritage Foundation, Inc.",PPE Distribution,810698055,2500,DYCD,To support the distribution of PPE to those in need in Council District 20.
Grodenchik,"Korean Community Services of Metropolitan New York, Inc.",ESOL Programming,237348989,8500,DYCD,Funding to support maintenance and expansion of ESOL programming.
Koo,"Korean Traditional Marching Band, Inc.",,270536321,5000,DCLA,To support the after-school Korean traditional percussion classes at Francis Lewis High School and the World Traditional Orchestra of Peace.
Rodriguez,"La Asociacion Americana De Estudios Culturales Universales, Inc.",,133059518,15000,DYCD,To cover operational expenses of holistic healing programs in Council District 10.
Speaker,"Rodriguez La Asociacion Americana De Estudios Culturales Universales, Inc.",,133059518,100000,DYCD,To support general operating and programming expenses.
Speaker,"Ayala La Casa de la Herencia Cultural Puertorriquena, Inc.",,133205023,25000,DYCD,To provide funding to support La Casa's Cultural and Educational Community Program.
Ayala,"La Casa de la Herencia Cultural Puertorriquena, Inc.",Cultural & Educational Community Program,133205023,5000,DYCD,To support La Casa's Cultural and Educational Community Series.
Dromm,"La Mama Experimental Theatre Club, Inc.",SQUIRTS,132620861,5000,DCLA,"To fund La MaMa SQUIRTS: New Voices in Queer, which highlights the work of younger performers."
Levin,"La Nueva Esperanza, Inc.",,204393724,7000,DHMH,To provide Food and Nutrition Services to those diagnosed with HIV/AIDS.
Reynoso,"La Nueva Esperanza, Inc.",,204393724,10000,DHMH,"To support operating expenses related to providing Food and Nutrition Services to HIV/AIDS infected individuals, including facility usage costs and consumable supplies."
Levin,"Labor and Industry For Education, Inc.",,114088055,2000,DOE,Funding will support educational programming and transportation.
Kallos,"Landmark West!, Inc.",,133363655,10000,DCLA,"To provide a resource of research related to the once San Juan Hill neighborhood, now Lincoln Square."
Levine,"Landmark West!, Inc.",Unabridged Upper West Side Building Database,133363655,5000,DYCD,To fund content development and educational materials pertaining to Upper West Side spaces and developments.
Levine,Lantern Community Services,Fresh Food Box,133910692,3500,DHMH,To fund the cost of food and other program costs for the Fresh Food Box program.
Rosenthal,Lantern Community Services,Rustin House Fresh Food Box,133910692,5000,DHMH,Funds will support the Fresh Food Box program at Rustin House.
Rodriguez,"Latin American Cultural Heritage, Inc., The",,465086201,5000,DYCD,Fund will support general programming expenses.
Ayala,"Latinas On The Verge of Excellence Love, Inc.",Mentoring Program,463732667,5000,DYCD,"To provide funds to support L.O.V.E.'s after-school mentoring program. CD22 Latinas On The Verge of Excellence Love, Inc. - Mentoring Program"
,"To provide funds to support L.O.V.E.'s after-school mentoring program. CD22 Latinas On The Verge of Excellence Love, Inc.",Mentoring Program,463732667,8000,DYCD,Funds will be used to support an afterschool mentorship program for Latina youth.
Levin,"Leap, Inc.",Job Training,113111694,5000,DYCD,To support job training program for public housing residents.
Moya,"Lefrak City Youth and Adult Activities Association, Inc.",Community Empowerment & Tenants Association,113106422,10000,DYCD,Funds will support the community empowerment program and the Lefrak tenant's association.
Louis,"Legal Action Center of the City of New York, Inc.",Council District 45,132756320,3000,MOCJ,Funds will be used to support legal services for Council District 45. Page 96 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Adams,Legal Aid Society,,135562265,5000,DSS/HRA,Funds will support free broad-based legal assistance to residents of Council District 28.
Eugene,Legal Aid Society,,135562265,5000,DSS/HRA,"Funding will support Civil Legal Services in Council District 40, including housing, foreclosure prevention, homeless rights, government benefits, health, employment, low- wage worker, immigration, family/domestic violence."
Matteo,Legal Aid Society,,135562265,5000,DSS/HRA,Funding to support civil legal services in Council District 50; providing assistance/guidance on various areas of law.
Cumbo,Legal Aid Society,Civil Legal Services,135562265,5000,DSS/HRA,Funding to support Civil Legal Services in Council District 35.
Cabrera,Legal Aid Society,Civil Legal Services - Council District 14,135562265,10000,DSS/HRA,"To fund civil legal services in CD 14; including housing, foreclosure prevention, homeless rights, government benefits, health, employment, low-wage worker, immigration, family/domestic violence, education, consumer law, disability law, and development."
Moya,Legal Aid Society,Civil Legal Services - Council District 21,135562265,30000,DSS/HRA,To support Civil Legal Services in Council District 21.
Johnson,Legal Aid Society,Civil Legal Services - Council District 3,135562265,5000,DSS/HRA,"Funding to support Civil Legal Services in Council District 3, including housing, foreclosure prevention, homeless rights, government benefits, health, employment, low- wage worker, and immigration."
Lander,Legal Aid Society,Civil Legal Services - Council District 39,135562265,10000,DSS/HRA,Funding to support the operating expenses associated with providing free civil legal services.
Powers,Legal Aid Society,Civil Legal Services - Council District 4,135562265,5000,DSS/HRA,Funding will support civil legal services in Council District 4.
Rose,Legal Aid Society,Civil Legal Services - Council District 49,135562265,5000,DSS/HRA,"Funds will support administrative, staffing and operating costs associated with the provision of free civil legal services in Council District 49."
Rosenthal,Legal Aid Society,Civil Legal Services - Council District 6,135562265,5000,DSS/HRA,Funds support civil legal services for Council District 6 residents.
Diaz,Legal Aid Society,Council District 18,135562265,5000,DSS/HRA,To support Citywide Civil Legal Services in Council District 18.
Louis,Legal Aid Society,Council District 45,135562265,6000,DSS/HRA,Funds will be used for legal services support in Council District 45.
Menchaca,Legal Information for Families Today (LIFT),Family Law & Community Outreach,133910567,5000,DSS/HRA,To support the Family Law and Community Outreach programs in Council District 38.
Gibson,Legal Information for Families Today (LIFT),Family Law & Community Outreach - Council District 16,133910567,5000,DSS/HRA,Funds will support Family Law and Community Outreach programs in Council District 16.
Rosenthal,Legal Information for Families Today (LIFT),Family Legal Services,133910567,5000,DSS/HRA,Funds support LIFT services for Council District 6 families.
Adams,Legal Information for Families Today (LIFT),Legal Services - Council District 28,133910567,5000,MOCJ,Funds will support free legal services particularly in the area of Family Law.
Rose,Legal Services NYC,Staten Island Legal Services - Council District 49,132600199,5000,DSS/HRA,"Funding will be used to support staff who provide legal services to low-income Staten Islanders in the areas immigration, government benefits, housing and foreclosure prevention, protection of domestic violence survivors, and education advocacy."
