member,organization,program,ein,amount,agency,purpose
Speaker,"Brooks-Powers Swim Strong Foundation, Inc.",Know Before You Go and Swim Lessons,371526132,150000,DYCD,"For an environmentally based educational program for schools and organizations. The funds will be used to pay for free to low cost programming. Also, to cover costs associated with free to subsidized swim classes."
Hudson,"Switching Lifestylez, Inc.",Justice-Involved Youth Support Services - District 35,881538933,10000,DYCD,Funding for programming and supporting services to support justice-involved youth in Council District 35.
Hanks,"Sylvia Center, Inc., The",Cooks for Health Program,204297703,5000,DYCD,Funding will support the Cooks for Health Program in Council District 49.
Brewer,"Symphony Space, Inc., The",Cultural Literacy & Heritage Program,132941455,5000,DCLA,Funds will be used to support cultural literacy and heritage program in Council District 6.
Abreu,"Symphony Space, Inc., The",Cultural Literacy & Heritage Program - Council District 7,132941455,6750,DCLA,Funding to support Symphony Space programming in Council District 7.
Speaker,"Louis Tabernacle of Praise, Inc.",Asylum & Women's Outreach Program,113133825,20000,DHMH,"Funds will support to outreach and workshops asylum seekers and women surrounding mental health and wellness through counseling services, fitness, healthy meal preparation and self-care."
Bottcher,"TADA! Theatre and Dance Alliance, Inc.",,133311294,10000,DCLA,Funds will support artistic programs for the community.
Ung,"Taiwanese American Council of Greater New York, Inc.",Passport to Taiwan Festival,371549859,5000,DYCD,Funding to support the Passport To Taiwan Festival.
Mealy,"talkPOPc, Inc.",Council District 41,922133104,5000,DYCD,Funding will support general operational costs and services. Appendix B: Local Initiatives Page 136 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Aviles,Target Margin Theater,Here and Now - Local Community Programs,133697027,10000,DCLA,"Funds will support outreach, marketing, and other programming and services."
Hanif,Tatter Blue Archives Institute,,850795119,5000,DYCD,Support clothing repair programming in collaboration with the Bangladeshi Ladies Club.
Dinowitz,"Teens for Food Justice, Inc.",Teens for Food Justice - DeWitt Clinton Educational Campus,453591508,8000,DYCD,"Funding to support farms, school day and afterschool curricula, teacher training, and food distribution programs at the Dewitt Clinton Educational Campus."
Borelli,Tell Every Amazing Lady About Ovarian Cancer Foundation,,264417161,5000,DHMH,Funds will support TEAL services and 1 event in Council District 51.
Vernikov,Tell Every Amazing Lady About Ovarian Cancer Foundation,,264417161,5000,DHMH,Funding will support T.E.A.L.'s Awareness and Education Program in NYC.
Ung,Telugu Literary and Cultural Association,,222182019,5000,DYCD,"To support programming in Queens, including cultural, linguistic, educational, leadership and community service programs, and associated operational costs."
Powers,TFI Digital Archive,,821159850,10000,DYCD,Funding will support The Feminist Institute's (TFI) pop-up memory lab.
Restler,"Theater 2020, Inc.",Shakespeare at Sunset: A Midsummer Night's Dream - Council District 33,113193180,5000,DYCD,"To support the presentation of ""Shakespeare at Sunset: A Midsummer Night's Dream"" in Council District 33."
Hudson,"Theatre Development Fund, Inc.",Community Connections - Council District 35,136216919,7000,DCLA,Funding to support virtual viewing parties of performances and post-viewing conversations as well as trips to in-person performances.
Dinowitz,"Theatre Development Fund, Inc.",School Programs - Council District 11,136216919,5000,DCLA,Funding to support TDF school programming in Council District 11 schools.
Borelli,"Theatre Development Fund, Inc.",School Programs - Council District 51,136216919,10000,DCLA,Funds will be used to support programming for schools in Council District 51.
Hudson,"Theatre for a New Audience, Inc.",Ticket Discounts & Open Caption Performances - Council District 35,133059081,5000,DCLA,"Funding for discount ticket initiatives, New Deal and Brooklyn Pass, and an increase in open captioned performances in its 2023-2024 Season at PSC."
Sanchez,Theory 9 Incorporated,Kingsbridge Afterschool Programming & Evening Open Gyms,871072144,20000,DYCD,To support afterschool programming in the Kingsbridge area of Council District 14 and open gym nights.
Feliz,Third Sector New England,Bronx Deliveristas,042261109,10000,SBS,Funding will be used to support education and outreach programs to address battery fires in Council District 15.
Caban,Third Sector New England,Low Wage Worker Support Initiative - Council District 22,042261109,5000,SBS,Funds will support low wage workers programming and services in Council District 22.
Adams,"Thomas White Jr. Foundation, Inc.",,112534753,12000,DYCD,Funds will support the career development training program.
Speaker,"Thomas White Jr. Foundation, Inc.",Southeast Queens Empowerment Training Program,112534753,100000,DYCD,"For professional training skills with support in computer, resume writing, interviewing tips, and techniques for adults in Southeast Queens."
Holden,"Timber's Legacy, Inc.",,461276358,15000,DHMH,"Funds to be used for operational expenses associated with animal rescue and care, education and awareness outreach."
Yeger,Together We Are,,270213447,10000,DYCD,"Funds will support food distribution drives to the poor, mentoring programs for teens at risk and summer programs."
Borelli,Tottenville Historical Society,Community Building - Council District 51,841678085,10000,DYCD,"Funding will be used for programming, support, and community events in Council District 51."
Menin,"Town Hall Foundation, Inc.",Public School 158M (02M158),237296167,5000,DCLA,To fund an after school rock music program at Public School 158M Bayard Taylor (02M158).
Mealy,Training Individuals Make Better Attitudes Incorporated,Bundle for Life - Council District 41,800346030,20000,DYCD,"Funds to provide educational and informational services for issues such as HIV prevention, acceptance and disclosure, substance use and dependence and housing connecting. Appendix B: Local Initiatives Page 137 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Vernikov,TraNa Relief Association,,920875945,5000,DYCD,"Funds will support operations including advertising, senior socializing, virtual and in person educational sessions, and transportation for Ukrainian refugees."
Bottcher,"Transgender Legal Defense and Education Fund, Inc.",,043762842,5000,DYCD,Funds will provide a range of services to advance equity for transgender and non-binary residents in New York City.
Paladino,"Transitional Services for New York (TSINY), Inc.",Turn the Page...Again (bookstore) & Empowerment Center,237376074,5000,DHMH,Funding will help to support TSINY'S residential programs and various operational costs as well as the telehealth infrastructure upgrade of TSINY'S Clinic.
Krishnan,"Translatina Network, Inc.",Community Outreach,474807380,5000,DHMH,"To fund outreach to transgender community members to facilitate access to resources, including referrals to PrEP, condoms and safe sex literature brochures, medical services, mental health services, legal assistance, and other services."
Krishnan,"TransNewYork, Inc.",Counseling Services,831006316,5000,DHMH,"To fund individual, group and family counseling for transgender and nonconforming individuals."
Bottcher,"Transportation Alternatives, Inc.",,510186015,5000,DYCD,Funds will be used to reduce traffic violence and aid traffic crash victims and their families.
Gutierrez,"Transportation Alternatives, Inc.",,510186015,5000,DYCD,"Funding will support crash victim services like navigating complex post-crash interactions and logistics with police, insurance, and legal offices."
Hanif,"Transportation Alternatives, Inc.",Council District 39,510186015,10000,DYCD,To support resources for crash victims in Council District 39 and community building activities.
Rivera,"Transportation Alternatives, Inc.",Families for Safe Streets,510186015,5000,DYCD,Funds will support Families for Safe Streets support services for traffic cash victims.
Jordan,"Transportation Alternatives, Inc.",Harlem Programming,510186015,20000,DYCD,Funds will provide support for community programing in smaller neighborhood parks.
Farias,"Transportation Alternatives, Inc.",Resources for Safer Streets and Transit Access,510186015,5000,DYCD,Funding to support community based programming in Council District 18.
Powers,"Treadwell Farm Historic District Association, Inc.",Green & Clean Streets Program,133362986,5000,DYCD,Funding will support street beautification and communication with District 4 constituents.
