member,organization,program,ein,amount,agency,purpose
Stevens,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",SAGE Center Bronx,132947657,5000,DFTA,Funds will support services for LGBT older adults offered at the SAGE Center Bronx.
Abreu,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",The SAGE Center - Harlem,132947657,5000,DFTA,Funding for programming conducted through flagship SAGE Center and the SAGE Center in Harlem. Page 135 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Lee,"Services Now for Adult Persons (SNAP), Inc.",,112591783,29500,DFTA,"To help support Case Management, programming, meals, and other related services in Council District 23."
Speaker,"Lee Services Now for Adult Persons (SNAP), Inc.",,112591783,50000,DFTA,"Funding will support the SNAP of Eastern Queens Senior Center and costs of services like Case Management, Meal-On-Wheels, Friendly Visiting for homebound clients, etc."
Speaker,"Sesame Flyers International, Inc.",,112692485,75000,DYCD,"Funding will support workshops, leadership trainings, and youth conferences that will present youth with opportunities in an out of school setting to engage with mentors, business & community leaders, and to build constructive peer networks."
Louis,"Sesame Flyers International, Inc.",Council District 45,112692485,3000,DCLA,"Funding will be used to support operations and to produce contextual programs during the summer and during thematic months (Hispanic Heritage, Black History, Women's History, Caribbean Heritage)."
Narcisse,"Sesame Flyers International, Inc.",Youth Leadership,112692485,7000,DYCD,Funds will be used to provide afterschool and weekend programming for youth in Council District 46.
Abreu,Seven Stories Institute,,383713884,5000,DYCD,Funding to support the Word Up Community Bookshop.
Yeger,Shaare Zion Congregation,,111735956,6000,DYCD,"Funds will be used for youth programming and activities including library services, and after-school program."
Ung,"Shadow Box Theatre, Inc., The",Storytelling Shows,132725580,5000,DCLA,Funding to support Shadow Box Theatre Storytellings to perform on site at various schools in Council District 20.
Abreu,"SHARE: Self-Help for Women with Breast or Ovarian Cancer, Inc.",,133131914,5000,DHMH,To fund outreach and support services for seniors at risk of ovarian and breast cancers in Council District 7.
Brewer,"SHARE: Self-Help for Women with Breast or Ovarian Cancer, Inc.","Ovarian, Cervical, & Uterine Cancer Outreach, Education & Support Initiative",133131914,2000,DHMH,"Funding to provide Cancer Outreach, Education and Support Initiative."
Speaker,"Sheltering Arms Children and Family Services, Inc.",,133709095,10000,DYCD,"Funding will support comprehensive youth civic engagement and social action programs at the center, including hands-on workshops that bring in local leaders and experts, a youth leadership council, and training for both youth and staff."
Marte,"Sheltering Arms Children and Family Services, Inc.",Social Justice Committee,133709095,5000,DYCD,To support their expansion of current services dedicated to address racial inequities and assisting marginalized people.
Brooks-Powers,"Sheltering Arms Children and Family Services, Inc.",Youth Engagement & Cure Violence,133709095,10000,DYCD,"Funding to support services for homeless and underserved youth in Council District 31, including mediation, mentorship and community mobilization services."
Vernikov,Shema Kolainu,Hear Our Voices,113503085,10000,DHMH,After School program for children with disabilities parent training.
Yeger,Shmira Civilian Volunteer Patrol of Boro Park,,113260405,11000,DFTA,Funding will be used to defray operating expenses for civilian community patrol and to fund outreach programs.
Restler,Shmira Volunteer Patrol Corporation,,112719958,18000,DFTA,Funding will be used to provide programs and services for Holocaust survivors.
Vernikov,Shmira Volunteer Patrol Corporation,,112719958,7250,DFTA,Funding will be used to provide programs and services for Holocaust survivors.
Vernikov,"Shorefront Jewish Community Council, Inc.",,112986161,10000,DFTA,Funding will be used for case management for seniors and disabled constituents.
Adams,"Showing Hearts Foundation, Inc., The",,810713547,10000,DYCD,Funds will support capacity building program for local non profits with workshops and outreach. Page 136 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Williams,"Showing Hearts Foundation, Inc., The",,810713547,10000,DYCD,"Funding will be used to cover employment expenses, salary and administrative costs, and to create education programming around menu development, food safety, and small business development for the Essential Kitchen."
Brooks-Powers,"Showing Hearts Foundation, Inc., The",Council District 31,810713547,15000,DYCD,To support entrepreneurial training and workshops for youth and young adults in Council District 31.
Speaker,"Brooks-Powers, Williams Showing Hearts Foundation, Inc., The",YOUTHPreneur,810713547,25000,DYCD,To provide funding support for 7 weeks of training for youth and young adults to explore their passions and entrepreneurial ideas.
Lee,Sickle Cell Awareness Foundation Corp Int'l,,711037154,3000,DHMH,Fund programs to provide education and expand awareness of the genetic condition of Sickle Cell Disease.
Adams,Sickle Cell Awareness Foundation Corp Int'l,Community Education,711037154,7500,DHMH,Funds will support outreach and informational events regarding Sickle Cell Disease and related illnesses in Council District 28.
Brooks-Powers,Sickle Cell Awareness Foundation Corp Int'l,Council District 31,711037154,7500,DHMH,Funding to support educational programming and awareness of sickle cell anemia in Council District 31.
Bottcher,"Signature Theatre Company, Inc.",,133641560,5000,DCLA,"Funding to support operational expenses associate with the Signature Ticket Initiative, an initiative that provides heavily discounted tickets to individuals throughout NYC."
Menin,"Simon Wiesenthal Center, Inc.",,953964928,5000,DYCD,Funds will be used to support Combat Hate programming within Council District 5.
Hanif,"Smith Street Stage, Inc.",Shakespeare in Carroll Park,463003829,3500,DCLA,"Funding to support Shakespeare in Carroll Park including artists and staff costs, costumes, props, lighting and set equipment, and/or publicity."
Carr,Snug Harbor Cultural Center & Botanical Garden,,800193388,5000,DCLA,Funds will be used to support the Snug Harbor's Youth Matters program.
Hanks,Snug Harbor Cultural Center & Botanical Garden,Youth Matters Teen Ambassadors,800193388,5000,DCLA,Funds will support career exploration programs for teens in the 49th Council District.
Hudson,"So Percussion, Inc.",Brooklyn Bound,204485651,5000,DYCD,To support the Brooklyn Bound concert series.
Narcisse,"Society for Haitian Research, Inc.",Youth Civic Education Radio Programs,113439457,3000,DYCD,Funds will be used to provide youth with workshops and training about media production.
Marte,"Society of the Educational Arts, Inc.",Community Arts & Cultural Festivals,113210593,5000,DCLA,"To support the annual community arts and cultural festivals that Teatro SEA hosts free to the community, including performances, exhibitions, concerts and workshops."
Marte,"Society of the Educational Arts, Inc.",Latino Theater,113210593,5000,DCLA,To support the expansion and maintenance of their reduced fare system and outside-of- the-classroom programming.
Speaker,Manhattan Society of the Third Street Music School Settlement,,135596825,20000,DYCD,"Funding to support tailored, culturally-responsive music and dance programs in public schools and community centers."
Velazquez,Society of the Third Street Music School Settlement,,135596825,6000,DCLA,Funds will be used for music education programs for Council District 13 students.
Marte,Society of the Third Street Music School Settlement,Third Street Partners,135596825,10000,DYCD,Funding will support programming and arts education at the Third Street Music School.
Won,"Socrates Sculpture Park, Inc.",Community Day Festivals,113066597,5000,DCLA,Funding to support Community Day Festivals at Socrates Sculpture Park.
Lee,"Sol Zim Jewish Enrichment Music Foundation, Inc., The",,113631951,5000,DCLA,Funding to supporting various music programming.
Bottcher,Sophie Gerson Healthy Youth,,462977659,5000,DYCD,To support summer youth camps.
