member,organization,program,ein,amount,agency,purpose
Speaker,"Carr, Staten Island United Activities Unlimited, Inc.",Summer Camp,132921483,50000,DYCD,"The funds will be used to employ teachers, staffing, purchase supplies, equipment to enhance the summer experience. Liability insurance and audit fees will also be included."
Adams,"United Black Men of Queens Foundation, Inc.",,112623993,5000,DYCD,Funds will support youth mentoring program in South East Queens.
Brooks-Powers,"United Black Men of Queens Foundation, Inc.",Council District 31,112623993,6500,DYCD,Funding to support the mentorship program and associated activities in Council District 31.
Borelli,"United Cerebral Palsy Associations of New York State, Inc.",,131623856,5000,DYCD,Funds will support programming and services for Council District 51.
Speaker,United Chinese Association of Brooklyn,,371469112,100000,DFTA,"Funding will support an Immigrant Service Program which provides information referral, quality of life improvement and assistance to mainly adult and senior immigrant population."
Vernikov,United Chinese Association of Brooklyn,Community Safety,371469112,5000,DYCD,"Funds will be used for UCA’s operational costs for community watch group, essential services including but not limited to mental health support, combat hate educational and recreational programs, and housing stability for senior immigrant population."
Yeger,United Chinese Association of Brooklyn,Senior Service Program,371469112,10000,DFTA,"Funding to support Senior Service Program including: translation services; educational classes of: ESL, naturalization, crime prevention, computer, Tai Chi; activities: recreation / social gathering, cultural holiday celebration; daily hot lunches."
Rivera,"United Jewish Council of the East Side, Inc.",Lillian Wald Senior Center,132735378,2000,DFTA,Funds will support UJC's programs and operations at Lillian Wald.
Yeger,"United Jewish Organizations of Williamsburg, Inc.",,112728233,5000,DYCD,Funds to support programming to help low-income families obtain public benefits and other supports. Page 138 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,"Restler United Jewish Organizations of Williamsburg, Inc.",,112728233,300000,DYCD,Funding to assist low-income individuals and families to apply for and obtain public benefits and other social services related programming.
Restler,"United Photo Industries, Inc.",Photoville Festival,814150129,5000,DYCD,To support costs associated with presenting the Photoville Festival.
Adams,United Sikhs,Community Safety - Council District 28,113483921,15000,DYCD,"Funds will support victim services, cure violence outreach and safety education for residents of Council District 28."
Yeger,"United Task Force, Inc.",,812505465,5000,DYCD,Funds will be used for educational programming and conducting conference for community leaders.
Holden,"United Veterans and Fraternal Organizations of Maspeth, Inc.",,263866556,5000,DYCD,Funds to support operating and veteran services provided by organization.
Holden,"United Veterans and Fraternal Organizations of Maspeth, Inc.",Council District 30,263866556,5000,DVS,"Funds for the annual Memorial Day Parade including awards, bands and wreaths."
Hudson,"University Settlement Society of New York, Inc.",Arts For Older Adults - Atlantic Terminal,135562374,5000,DYCD,Funding to support older adults in the arts activities and programming in Atlantic Terminal.
Hudson,"University Settlement Society of New York, Inc.",Arts For Older Adults - Ingersoll,135562374,5000,DYCD,"Funding to support older adults in the arts activities and programming in Ingersoll Community Center, including knitting and gardening."
De La Rosa,"UP Theater Company, Inc.","MainStage Production of ""Bread of Life""",273236745,5000,DCLA,Funds will be used to support programming in Council District 10.
Ayala,"UpBeat NYC, Inc.",Council District 8,272232366,5000,DCLA,To provide support for UpBeat after school music education programming for South Bronx children and youth.
De La Rosa,"Uplift NYC, Inc.",,465401925,5000,DYCD,Fund to support Uplift NYC programming in Council District 10.
Abreu,"Upper Manhattan Mental Health Center, Inc.",Food Pantry Programs - Council District 7,133389470,9500,DYCD,Funding to support outreach & enrollment for the food pantry and annual community health fair.
Ayala,Uptown Grand Central,Open Space Community Programming,811133229,20000,DYCD,"To support community activities including, but not limited to Halloween, Pride Month Event and others in public spaces in East Harlem."
Stevens,"Urban Assembly, Inc., The",Council District 16,110332039,5000,DYCD,"Funds will be to support professional development through social-emotional learning, algebra success, and career pathways programs to schools, students, and their families in District 16."
Speaker,"Salamanca Urban Health Plan, Inc.",,237360305,150000,DYCD,Funds will be used for food pantry services and programming in Council District 17.
Gutierrez,"Urban Homesteading Assistance (U-HAB), Inc.",,132902798,5000,HPD,Funding will support Co-op Improvement Program & HDFC Outreach.
Hanks,"Urban Hope, Inc.",,274637480,22500,DYCD,Funding will support various community programs and services in Council District 49.
Farias,Urban Justice Center,Council District 18,133442022,10000,SBS,Funding to support small business consultations for street vendors in Council District 18.
Speaker,LGBTQIA+ Urban Justice Center,Legal Services for Sex Workers,133442022,100000,DYCD,"Funding to support immigration services, asylum legal services, and workers rights services for people in the sex trades."
Ayala,Urban Justice Center,Safety Net Project - Council District 8,133442022,10000,DYCD,"Funds will be used to support Safety Net Project, to provide funding to operate a legal clinic for NYCHA residents in Council District 8."
Sanchez,Urban Justice Center,Street Vendor Merchant Organizing & Placemaking,133442022,15000,SBS,Funds will support Street Vendor Merchant Organizing and Placemaking.
Powers,Urban Justice Center,Street Vendor Project,133442022,5000,DYCD,Funding will support the Street Vendor Project costs.
Speaker,"Brewer, Sanchez Urban Justice Center",Street Vendor Project,133442022,50000,SBS,"Funding to support the Community Outreach and Education Program for street vendors, which provides legal services and educational programming on the regulations of vending and how to come into compliance with the laws."
Narcisse,"Vaad Refuah, Inc.",,201020908,5000,DYCD,Funds to provide health services and programming to Council District 46.
Vernikov,"Vaad Refuah, Inc.",,201020908,8500,DYCD,Funding to support patient advocate programs and school safety training. Page 139 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Yeger,"Vaad Refuah, Inc.",Save-A-Life Program in Schools & Patient Advocacy,201020908,5000,DYCD,"Funds will be used for the Save-A-Life Program in Schools, teaching students first aid and how to deal with emergencies;. Funds will also support patient advocacy programming."
Hanks,Van Duzer Street Area Civic Association,"Annual Holiday Tree Lighting, Toy Giveaway & Staten Island Light Parade",200818886,5000,DYCD,"Funding will support the Annual Holiday Tree Lighting, Toy Giveaway, and Light Parade in Council District 49."
Louis,"Vanity Beauty Training Center, Inc.",Council District 45,991298971,5000,DYCD,Funding to help facilitate nail training program in Council District 45.
Speaker,"Krishnan Variety Boys and Girls Club of Queens, Inc.",,116014770,75000,DYCD,"Funding will be used to support after-school activities for children including homework help, performing arts instruction, and physical education in Council District 25."
Speaker,"Won Variety Boys and Girls Club of Queens, Inc.",,116014770,130000,DYCD,"Funding will be used to support after-school activities for children including homework help, performing arts instruction, and physical education in Council District 26."
Speaker,"Variety Boys and Girls Club of Queens, Inc.",,116014770,150000,DYCD,"Funding will be used to support after-school activities for children including homework help, performing arts instruction, and physical education."
Gennaro,"Vernon Avenue Project, Inc.",Thomas Berry Place,272995249,10000,DYCD,Funding to support community programing at the Thomas Berry Place in Council District 24.
Joseph,"Veteran Advocacy Project, Inc.",Legal Services - Council District 40,823103233,5000,DSS/HRA,"Funds will be used to provide Legal services for District 40 veterans and their families to prevent eviction, gain access to primary and behavioral health care, and remove barriers to education and employment."
Narcisse,"Veteran Advocacy Project, Inc.",Veterans Legal Services - Council District 46,823103233,5000,DSS/HRA,Funds will be used to provide services to veterans in Council District 46.
Borelli,Victory 4 the Voiceless Animal Rescue,,471251216,6000,DHMH,Funds will support low cost spay/neuter services for animals.
